StoreID,DateID,Weekly_Sales,Holiday_Flag
3,2011-08-12,380376.85,0
3,2011-08-19,379716.91,0
3,2011-08-26,366367.55,0
3,2011-09-02,375988.69,0
3,2011-09-09,377347.49,1
3,2011-09-16,375629.51,0
3,2011-09-23,365248.94,0
3,2011-09-30,368477.93,0
3,2011-10-07,403342.4,0
3,2011-10-14,368282.57,0
3,2011-10-21,394976.36,0
3,2011-10-28,389540.62,0
3,2011-11-04,459443.22,0
3,2011-11-11,407764.25,0
3,2011-11-18,398838.97,0
3,2011-11-25,556925.19,1
3,2011-12-02,472511.32,0
3,2011-12-09,468772.8,0
3,2011-12-16,510747.62,0
3,2011-12-23,551221.21,0
3,2011-12-30,410553.88,1
3,2012-01-06,398178.21,0
3,2012-01-13,367438.62,0
3,2012-01-20,365818.61,0
3,2012-01-27,349518.1,0
3,2012-02-03,424960.66,0
3,2012-02-10,473292.47,1
3,2012-02-17,475591.08,0
3,2012-02-24,418925.47,0
3,2012-03-02,469752.56,0
3,2012-03-09,445162.05,0
3,2012-03-16,411775.8,0
3,2012-03-23,413907.25,0
3,2012-03-30,407488.84,0
3,2012-04-06,503232.13,0
3,2012-04-13,420789.74,0
3,2012-04-20,434822.13,0
3,2012-04-27,394616.11,0
3,2012-05-04,439913.57,0
3,2012-05-11,431985.36,0
3,2012-05-18,418112.76,0
3,2012-05-25,413701.29,0
3,2012-06-01,432268.53,0
3,2012-06-08,446336.8,0
3,2012-06-15,442074.79,0
3,2012-06-22,419497.95,0
3,2012-06-29,422965.33,0
3,2012-07-06,411206.5,0
3,2012-07-13,416913.1,0
3,2012-07-20,432424.85,0
3,2012-07-27,389427.9,0
3,2012-08-03,419990.29,0
3,2012-08-10,391811.6,0
3,2012-08-17,394918.83,0
3,2012-08-24,412449.67,0
3,2012-08-31,408838.73,0
3,2012-09-07,408229.73,1
3,2012-09-14,407589.16,0
3,2012-09-21,414392.09,0
3,2012-09-28,389813.02,0
3,2012-10-05,443557.65,0
3,2012-10-12,410804.39,0
3,2012-10-19,424513.08,0
3,2012-10-26,405432.7,0
4,2010-02-05,2135143.87,0
4,2010-02-12,2188307.39,1
4,2010-02-19,2049860.26,0
4,2010-02-26,1925728.84,0
4,2010-03-05,1971057.44,0
4,2010-03-12,1894324.09,0
4,2010-03-19,1897429.36,0
4,2010-03-26,1762539.3,0
4,2010-04-02,1979247.12,0
4,2010-04-09,1818452.72,0
4,2010-04-16,1851519.69,0
4,2010-04-23,1802677.9,0
4,2010-04-30,1817273.28,0
4,2010-05-07,2000626.14,0
4,2010-05-14,1875597.28,0
4,2010-05-21,1903752.6,0
4,2010-05-28,1857533.7,0
4,2010-06-04,1903290.58,0
4,2010-06-11,1870619.23,0
4,2010-06-18,1929736.35,0
4,2010-06-25,1846651.95,0
4,2010-07-02,1881337.21,0
4,2010-07-09,1812208.22,0
4,2010-07-16,1898427.66,0
4,2010-07-23,1848426.78,0
4,2010-07-30,1796637.61,0
4,2010-08-06,1907638.58,0
4,2010-08-13,2007050.75,0
4,2010-08-20,1997181.09,0
4,2010-08-27,1848403.92,0
4,2010-09-03,1935857.58,0
4,2010-09-10,1865820.81,1
4,2010-09-17,1899959.61,0
4,2010-09-24,1810684.68,0
4,2010-10-01,1842821.02,0
4,2010-10-08,1951494.85,0
4,2010-10-15,1867345.09,0
4,2010-10-22,1927610.06,0
4,2010-10-29,1933333.0,0
4,2010-11-05,2013115.79,0
4,2010-11-12,1999794.26,0
4,2010-11-19,2097809.4,0
4,2010-11-26,2789469.45,1
4,2010-12-03,2102530.17,0
4,2010-12-10,2302504.86,0
4,2010-12-17,2740057.14,0
4,2010-12-24,3526713.39,0
4,2010-12-31,1794868.74,1
4,2011-01-07,1862476.27,0
4,2011-01-14,1865502.46,0
4,2011-01-21,1886393.94,0
4,2011-01-28,1814240.85,0
4,2011-02-04,2119086.04,0
4,2011-02-11,2187847.29,1
4,2011-02-18,2316495.56,0
4,2011-02-25,2078094.69,0
4,2011-03-04,2103455.75,0
4,2011-03-11,2039818.41,0
4,2011-03-18,2116475.38,0
4,2011-03-25,1944164.32,0
4,2011-04-01,1900246.47,0
4,2011-04-08,2074953.46,0
4,2011-04-15,1960587.76,0
4,2011-04-22,2220600.76,0
4,2011-04-29,1878167.44,0
4,2011-05-06,2063682.76,0
4,2011-05-13,2002362.37,0
4,2011-05-20,2015563.48,0
4,2011-05-27,1986597.95,0
4,2011-06-03,2065377.15,0
4,2011-06-10,2073951.38,0
4,2011-06-17,2141210.62,0
4,2011-06-24,2008344.92,0
4,2011-07-01,2051533.53,0
4,2011-07-08,2066541.86,0
4,2011-07-15,2049046.95,0
4,2011-07-22,2036231.39,0
4,2011-07-29,1989674.07,0
4,2011-08-05,2160057.39,0
4,2011-08-12,2105668.74,0
4,2011-08-19,2232892.1,0
4,2011-08-26,1988490.21,0
4,2011-09-02,2078420.31,0
4,2011-09-09,2093139.01,1
4,2011-09-16,2075577.33,0
4,2011-09-23,2031406.41,0
4,2011-09-30,1929486.63,0
4,2011-10-07,2166737.65,0
4,2011-10-14,2074548.85,0
4,2011-10-21,2207742.13,0
4,2011-10-28,2151659.59,0
4,2011-11-04,2281217.31,0
4,2011-11-11,2203028.96,0
4,2011-11-18,2243946.59,0
4,2011-11-25,3004702.33,1
4,2011-12-02,2180999.26,0
4,2011-12-09,2508955.24,0
4,2011-12-16,2771397.17,0
4,2011-12-23,3676388.98,0
4,2011-12-30,2007105.86,1
4,2012-01-06,2047766.07,0
4,2012-01-13,1941676.61,0
4,2012-01-20,2005097.76,0
4,2012-01-27,1928720.51,0
4,2012-02-03,2173373.91,0
4,2012-02-10,2374660.64,1
4,2012-02-17,2427640.17,0
4,2012-02-24,2226662.17,0
4,2012-03-02,2206319.9,0
4,2012-03-09,2202450.81,0
4,2012-03-16,2214967.44,0
4,2012-03-23,2091592.54,0
4,2012-03-30,2089381.77,0
4,2012-04-06,2470206.13,0
4,2012-04-13,2105301.39,0
4,2012-04-20,2144336.89,0
4,2012-04-27,2064065.66,0
4,2012-05-04,2196968.33,0
4,2012-05-11,2127661.17,0
4,2012-05-18,2207214.81,0
4,2012-05-25,2154137.67,0
4,2012-06-01,2179360.94,0
4,2012-06-08,2245257.18,0
4,2012-06-15,2234190.93,0
4,2012-06-22,2197299.65,0
4,2012-06-29,2128362.92,0
4,2012-07-06,2224499.28,0
4,2012-07-13,2100252.61,0
4,2012-07-20,2175563.69,0
4,2012-07-27,2048613.65,0
4,2012-08-03,2174514.13,0
4,2012-08-10,2193367.69,0
4,2012-08-17,2283540.3,0
4,2012-08-24,2125241.68,0
4,2012-08-31,2081181.35,0
4,2012-09-07,2125104.72,1
4,2012-09-14,2117854.6,0
4,2012-09-21,2119438.53,0
4,2012-09-28,2027620.23,0
4,2012-10-05,2209835.43,0
4,2012-10-12,2133026.07,0
4,2012-10-19,2097266.85,0
4,2012-10-26,2149594.46,0
5,2010-02-05,317173.1,0
5,2010-02-12,311825.7,1
5,2010-02-19,303447.57,0
5,2010-02-26,270281.63,0
5,2010-03-05,288855.71,0
5,2010-03-12,297293.59,0
5,2010-03-19,281706.41,0
5,2010-03-26,273282.97,0
5,2010-04-02,331406.0,0
5,2010-04-09,328020.49,0
5,2010-04-16,306858.69,0
5,2010-04-23,288839.73,0
5,2010-04-30,298697.84,0
5,2010-05-07,333522.6,0
5,2010-05-14,296673.77,0
5,2010-05-21,301615.49,0
5,2010-05-28,310013.11,0
5,2010-06-04,337825.89,0
5,2010-06-11,296641.91,0
5,2010-06-18,313795.6,0
5,2010-06-25,295257.3,0
5,2010-07-02,305993.27,0
5,2010-07-09,291808.87,0
5,2010-07-16,280701.7,0
5,2010-07-23,274742.63,0
5,2010-07-30,268929.03,0
5,2010-08-06,303043.02,0
5,2010-08-13,286477.35,0
5,2010-08-20,287205.38,0
5,2010-08-27,288519.75,0
5,2010-09-03,323798.0,0
5,2010-09-10,306533.08,1
5,2010-09-17,282558.65,0
5,2010-09-24,293131.58,0
5,2010-10-01,283178.12,0
5,2010-10-08,290494.85,0
5,2010-10-15,280681.2,0
5,2010-10-22,284988.27,0
5,2010-10-29,278031.81,0
5,2010-11-05,325310.3,0
5,2010-11-12,301827.36,0
5,2010-11-19,297384.81,0
5,2010-11-26,488362.61,1
5,2010-12-03,344490.88,0
5,2010-12-10,352811.53,0
5,2010-12-17,367801.19,0
5,2010-12-24,466010.25,0
5,2010-12-31,298180.18,1
5,2011-01-07,286347.26,0
5,2011-01-14,260636.71,0
5,2011-01-21,275313.34,0
5,2011-01-28,279088.39,0
5,2011-02-04,329613.2,0
5,2011-02-11,311590.54,1
5,2011-02-18,356622.61,0
5,2011-02-25,294659.5,0
5,2011-03-04,329033.66,0
5,2011-03-11,293098.1,0
5,2011-03-18,312177.67,0
5,2011-03-25,294732.5,0
5,2011-04-01,314316.55,0
5,2011-04-08,307333.62,0
5,2011-04-15,307913.58,0
5,2011-04-22,328415.44,0
5,2011-04-29,307291.56,0
5,2011-05-06,322904.68,0
5,2011-05-13,290930.01,0
5,2011-05-20,299614.33,0
5,2011-05-27,297149.69,0
5,2011-06-03,329183.92,0
5,2011-06-10,304984.14,0
5,2011-06-17,304811.82,0
5,2011-06-24,302881.64,0
5,2011-07-01,327093.89,0
5,2011-07-08,310804.93,0
5,2011-07-15,283248.62,0
5,2011-07-22,292539.73,0
5,2011-07-29,275142.17,0
5,2011-08-05,317738.56,0
5,2011-08-12,289886.16,0
5,2011-08-19,303643.84,0
5,2011-08-26,310338.17,0
5,2011-09-02,315645.53,0
5,2011-09-09,321110.22,1
5,2011-09-16,278529.71,0
5,2011-09-23,291024.98,0
5,2011-09-30,292315.38,0
5,2011-10-07,309111.47,0
5,2011-10-14,286117.72,0
5,2011-10-21,306069.18,0
5,2011-10-28,307035.11,0
5,2011-11-04,353652.23,0
5,2011-11-11,311906.7,0
5,2011-11-18,307944.37,0
5,2011-11-25,507900.07,1
5,2011-12-02,376225.61,0
5,2011-12-09,367433.77,0
5,2011-12-16,379530.3,0
5,2011-12-23,458562.24,0
5,2011-12-30,349624.88,1
5,2012-01-06,312078.71,0
5,2012-01-13,291454.52,0
5,2012-01-20,287523.98,0
5,2012-01-27,295974.22,0
5,2012-02-03,333948.0,0
5,2012-02-10,349239.88,1
5,2012-02-17,356427.98,0
5,2012-02-24,312220.47,0
5,2012-03-02,359206.21,0
5,2012-03-09,347295.6,0
5,2012-03-16,339392.54,0
5,2012-03-23,321299.99,0
5,2012-03-30,331318.73,0
5,2012-04-06,402985.7,0
5,2012-04-13,351832.03,0
5,2012-04-20,330063.06,0
5,2012-04-27,324839.74,0
5,2012-05-04,360932.69,0
5,2012-05-11,333870.52,0
5,2012-05-18,336189.66,0
5,2012-05-25,341994.48,0
5,2012-06-01,359867.8,0
5,2012-06-08,341704.59,0
5,2012-06-15,327383.64,0
5,2012-06-22,325041.68,0
5,2012-06-29,329658.1,0
5,2012-07-06,341214.43,0
5,2012-07-13,316203.64,0
5,2012-07-20,321205.12,0
5,2012-07-27,306827.36,0
5,2012-08-03,324195.17,0
5,2012-08-10,306759.7,0
5,2012-08-17,314014.18,0
5,2012-08-24,320831.36,0
5,2012-08-31,344642.01,0
5,2012-09-07,350648.91,1
5,2012-09-14,299800.67,0
5,2012-09-21,307306.76,0
5,2012-09-28,310141.68,0
5,2012-10-05,343048.29,0
5,2012-10-12,325345.41,0
5,2012-10-19,313358.15,0
5,2012-10-26,319550.77,0
6,2010-02-05,1652635.1,0
6,2010-02-12,1606283.86,1
6,2010-02-19,1567138.07,0
6,2010-02-26,1432953.21,0
6,2010-03-05,1601348.82,0
6,2010-03-12,1558621.36,0
6,2010-03-19,1693058.91,0
6,2010-03-26,1472033.38,0
6,2010-04-02,1770333.9,0
6,2010-04-09,1667181.82,0
6,2010-04-16,1519846.36,0
6,2010-04-23,1540435.99,0
6,2010-04-30,1498080.16,0
6,2010-05-07,1619920.04,0
6,2010-05-14,1524059.4,0
6,2010-05-21,1531938.44,0
6,2010-05-28,1644470.66,0
6,2010-06-04,1857380.09,0
6,2010-06-11,1685652.35,0
6,2010-06-18,1677248.24,0
6,2010-06-25,1640681.88,0
6,2010-07-02,1759777.25,0
6,2010-07-09,1690317.99,0
6,2010-07-16,1560120.8,0
6,2010-07-23,1585240.92,0
6,2010-07-30,1532308.78,0
6,2010-08-06,1633241.59,0
6,2010-08-13,1547654.98,0
6,2010-08-20,1539930.5,0
6,2010-08-27,1450766.12,0
6,2010-09-03,1510925.32,0
6,2010-09-10,1424225.44,1
6,2010-09-17,1308537.75,0
6,2010-09-24,1275591.84,0
6,2010-10-01,1328468.89,0
6,2010-10-08,1360317.9,0
6,2010-10-15,1344580.92,0
6,2010-10-22,1332716.53,0
6,2010-10-29,1385323.7,0
6,2010-11-05,1505442.15,0
6,2010-11-12,1495536.46,0
6,2010-11-19,1518841.45,0
6,2010-11-26,2267452.4,1
6,2010-12-03,1677067.24,0
6,2010-12-10,1834737.58,0
6,2010-12-17,2090268.95,0
6,2010-12-24,2727575.18,0
6,2010-12-31,1464050.02,1
6,2011-01-07,1350441.68,0
6,2011-01-14,1306194.55,0
6,2011-01-21,1261253.18,0
6,2011-01-28,1287034.7,0
6,2011-02-04,1514999.17,0
6,2011-02-11,1486920.17,1
6,2011-02-18,1572117.54,0
6,2011-02-25,1422600.43,0
6,2011-03-04,1502617.99,0
6,2011-03-11,1494497.39,0
6,2011-03-18,1685375.47,0
6,2011-03-25,1438465.81,0
6,2011-04-01,1459276.77,0
6,2011-04-08,1534594.0,0
6,2011-04-15,1448797.02,0
6,2011-04-22,1639358.93,0
6,2011-04-29,1479249.9,0
6,2011-05-06,1504651.57,0
6,2011-05-13,1453185.65,0
6,2011-05-20,1382783.83,0
6,2011-05-27,1523979.11,0
6,2011-06-03,1705506.29,0
6,2011-06-10,1598643.65,0
6,2011-06-17,1622150.33,0
6,2011-06-24,1543365.9,0
6,2011-07-01,1694551.15,0
6,2011-07-08,1709373.62,0
6,2011-07-15,1526801.24,0
6,2011-07-22,1526506.08,0
6,2011-07-29,1483991.05,0
6,2011-08-05,1601584.57,0
6,2011-08-12,1484995.38,0
6,2011-08-19,1493544.04,0
6,2011-08-26,1420405.41,0
6,2011-09-02,1481618.74,0
6,2011-09-09,1483574.38,1
6,2011-09-16,1351407.79,0
6,2011-09-23,1336044.75,0
6,2011-09-30,1307551.92,0
6,2011-10-07,1481739.2,0
6,2011-10-14,1386520.99,0
6,2011-10-21,1417922.37,0
6,2011-10-28,1419445.12,0
6,2011-11-04,1523420.38,0
6,2011-11-11,1536176.54,0
6,2011-11-18,1524390.07,0
6,2011-11-25,2249811.55,1
6,2011-12-02,1688531.34,0
6,2011-12-09,1903385.14,0
6,2011-12-16,2034695.56,0
6,2011-12-23,2644633.02,0
6,2011-12-30,1598080.52,1
6,2012-01-06,1395339.71,0
6,2012-01-13,1344243.17,0
6,2012-01-20,1326255.7,0
6,2012-01-27,1315610.66,0
6,2012-02-03,1496305.78,0
6,2012-02-10,1620603.92,1
6,2012-02-17,1632616.09,0
6,2012-02-24,1465187.71,0
6,2012-03-02,1550385.65,0
6,2012-03-09,1569304.4,0
6,2012-03-16,1748010.29,0
6,2012-03-23,1495143.62,0
6,2012-03-30,1508933.26,0
6,2012-04-06,1840131.19,0
6,2012-04-13,1616394.45,0
6,2012-04-20,1456073.24,0
6,2012-04-27,1456221.1,0
6,2012-05-04,1543461.12,0
6,2012-05-11,1517075.67,0
6,2012-05-18,1513635.64,0
6,2012-05-25,1603793.42,0
6,2012-06-01,1681121.38,0
